Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
03 - New Single Family Residential,2021-MSS-RES-00294,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/ VB/ R3,MOSTAD CONSTRUCTION INC,,49091.5,,201077.35,3912 HOSS DR,SFR-DET,49091.5,151985.85,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00296,,BNSFR - New Single Family Residence,,NSFR/ ATT GARAGE/ VB/ R3,MOSTAD CONSTRUCTION INC,,88548.35,,233319.42,3913 HOSS DR,SFR-DET,88548.35,144771.07,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2021-MSS-RES-00656,,BRRRS - Reroof or Reside Residential,,SFR / TEAR OFF EXISTING ROOFING / INSTALL ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / SHILGERS PER IRC AND LISTING / 6:12 / VB / R3 / Roof replacement,OWNER,6000.0,0.0,,,6585 DANIELLE LOU CT,,6000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2021-MSS-RES-00722,,BAARR -  Add/Alter/Remodel Residential,,SFR/ Front Porch Addition and replacement roofing/ VB/ R3,KASBERG SIDING AND REMODEL,25000.0,,,3795.0,6109 RAELENE CT,,25000.0,-21205.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00724,,BNSFR - New Single Family Residence,,NSFR/ ATT GARAGE/ BASEMENT/ VB/ R3,EDSON CONSTRUCTION LLC,,153908.05,,406667.38,8110 RANCH CLUB RD,SFR-DET,153908.05,252759.33000000002,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00742,,BNSFT - New Single Family Townhouse,,NEW TOWNHOME/ATT GARAGE/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,80372.25,,248823.82,1150-B WYOMING ST,SFR-ATT,80372.25,168451.57,Single Dwelling Attached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00743,,BNSFT - New Single Family Townhouse,,NEW TOWNHOME/ATT GARAGE/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,80372.25,,248823.82,1150-A WYOMING ST,SFR-ATT,80372.25,168451.57,Single Dwelling Attached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00744,,BNSFT - New Single Family Townhouse,,NEW TOWNHOME/ATT GARAGE/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,108894.45,,332207.85,205-A LESLIE LN,SFR-ATT,108894.45,223313.39999999997,Single Dwelling Attached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00745,,BNSFT - New Single Family Townhouse,,NEW TOWNHOME/ATT GARAGE/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,105665.25,,332207.85,205-B LESLIE LN,SFR-ATT,105665.25,226542.59999999998,Single Dwelling Attached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00746,,BNSFT - New Single Family Townhouse,,NEW TOWNHOME/ATT GARAGE/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,108894.45,,332207.85,235-A LESLIE LN,SFR-ATT,108894.45,223313.39999999997,Single Dwelling Attached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00747,,BNSFT - New Single Family Townhouse,,NEW TOWNHOME/ATT GARAGE/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,108894.45,,332207.85,235 LESLIE LN,SFR-ATT,108894.45,223313.39999999997,Single Dwelling Attached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2021-MSS-RES-00748,,BNSFT - New Single Family Townhouse,,NEW TOWNHOME/ATT GARAGE/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,108894.45,,332207.85,255 LESLIE LN,SFR-ATT,108894.45,223313.39999999997,Single Dwelling Attached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2021-MSS-RES-00763,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing material / replace with GAF asphalt shingles / Re-sheet if necessary / Remove debris / INSTALL PER IRC AND LISTING / 7:12 / VB / R-3,REVE EXTERIORS LLC,16596.0,0.0,,,2943 MARY JANE BLVD,,16596.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2021-MSS-RES-00807,,BAARR -  Add/Alter/Remodel Residential,,SFR/Remodel and addition/ VB/ R3,SCARIANO CONSTRUCTION INC,600000.0,,,,4019 LINCOLN RD,,600000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2021-MSS-RES-01009,,BNSFT - New Single Family Townhouse,,NSFR/ ATT GARAGE/VB/R-3,MOSTAD CONSTRUCTION INC,,97980.95,,255333.0,2292 38TH ST,SFR-DET,97980.95,157352.05,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2021-MSS-RES-01016,,BAARR -  Add/Alter/Remodel Residential,,SFR/ ADDITION/REMODEL/VB/R-3,CONFLUENCE CONSTRUCTION LLC,,23507.3,,80386.27,445 E KENT AVE,,23507.3,56878.97,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2021-MSS-RES-01028,,BAARR -  Add/Alter/Remodel Residential,,SFR/BASEMENT FINISH/INTERIOR REMODEL/REPLACE DECK/VB/R-3,OWNER,12000.0,0.0,,,425 E KENT AVE,,12000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2021-MSS-RES-01035,,BAARR -  Add/Alter/Remodel Residential,,SFR / VB / R-3 / Residential Remodel of an Existing two Car Garage into a Two-Bedroom Attached Apartment,BURLY MAN CREATIONS,,35043.8,,110950.84,2236-A/B  BURLINGTON AVE,Duplex,35043.8,75907.04,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2021-MSS-RES-01051,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE//VB/R-3,MCELMURRY HOMES INC,,163345.65,,427620.2,4424 CHRISTIAN DR,SFR-DET,163345.65,264274.55000000005,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00004,BAARC -  Add/Alter/Remodel Commercial,,,DOUBLE K RANCH DELI/NEW TI/CHANGE OF USE/VB/B,MKC INC,475000.0,0.0,,,2700 PAXSON ST   STE 110,,475000.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00010,BAARC -  Add/Alter/Remodel Commercial,,,STEVES MONTANA SWEET GRASS COMPANY/CHANGE OF USE/VB/F-1/B/M,OWNER,500.0,0.0,,,1510 A BULWER ST,,500.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00020,BAARC -  Add/Alter/Remodel Commercial,,,CARAS PARK/NEW CANOPY/VB/A-3,OWNER,,82321.14,210118.92,,101 CAROUSEL DR,,82321.14,127797.78000000001,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00030,BAARC -  Add/Alter/Remodel Commercial,,,UM KNOWLES HALL/REMODEL/IIB/R-2,SWANK ENTERPRISES,12000000.0,0.0,,,630 UNIVERSITY AVE,,12000000.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00042,BAARC -  Add/Alter/Remodel Commercial,,,GREEN HANGAR/Enclose interior storage area & add door to separate dry cleaners from laundromat after hours./VB/B,WILDWOODS LOG CONSTRUCTION INC,3000.0,0.0,,,146 WOODFORD ST,,3000.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00044,BAARC -  Add/Alter/Remodel Commercial,,,COMM BLDG/Replace an existing basement bathroom with a new bathroom just above on ground floor retail space./VB/B,ARLEDGE CONSTRUCTION INC,9000.0,0.0,,,109 S 03RD ST W,,9000.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00067,BAARC -  Add/Alter/Remodel Commercial,,,MAVERICK MOTOR SPORTS/Remodel of showroom area/VB/M,OWNER,40000.0,0.0,,,4950 N RESERVE ST,,40000.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00083,BAARC -  Add/Alter/Remodel Commercial,,,DA DAVIDSON SUITE 101/Minor interior remodel of office space./VB/B,D LOWER CONSTRUCTION,242000.0,0.0,,,283 W FRONT ST  STE 101,,242000.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00086,BAARC -  Add/Alter/Remodel Commercial,,,"COM / FOUR PAWS VET CLINIC  / Adding a door to an exam room, and moving the disconnect for the xray to adjacent room along with moving xray machine./VB/B",LANGLAS & ASSOCIATES INC,10000.0,0.0,,,2625 CONNERY WAY,,10000.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00087,BAARC -  Add/Alter/Remodel Commercial,,,"APT 5/Replace sheetrock, flooring, cabinets. like for like/VB/R-2",FIVE VALLEYS RESTORATION AND CLEANING LLC,20000.0,0.0,,,329 E FRONT ST,,20000.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00088,BAARC -  Add/Alter/Remodel Commercial,,,MONTANA DE'COR/NEW TI/VB/M,SIRIUS CONSTRUCTION INC,142000.0,0.0,,,135 E MAIN ST,,142000.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00097,BAARC -  Add/Alter/Remodel Commercial,,,UM LOMMASSON CENTER/PLATFORM AND RAILING FOR TEMPORARY CASHIER/VB/E,REYNOLDS CONSTRUCTION CO INC,7100.0,0.0,,,625 UNIVERSITY AVE,,7100.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00101,BAARC -  Add/Alter/Remodel Commercial,,,"ROOM 612/Replace framing, insulation, drywall paint in room 612 due to water damage./VB/B",DAYSPRING RESTORATION INC,4508.0,0.0,,,101 E BROADWAY  STE 612,,4508.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00112,BCRRS -  Reroof/Reside Commercial,BRRRS - Reroof or Reside Residential,,MULTIFAMILY / tear off 34 sqs and haul away / replace with Timberline GAF shingles and ridgecap / Use ice and water to city code along with synthetic roof paper / Stater along the eves and up the rake / Use cobra ridge vent on top / Haul all debris away to city dump / INSTALL PER IBC AND LISTING / 4:12 / VB / R-3,FISHERS CONSTRUCTION AND LANDSCAPE,9000.0,0.0,,,2101 GARFIELD ST,,9000.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
01 - Remodel Commercial,2022-MSS-COM-00125,BCRRS -  Reroof/Reside Commercial,,,"PARTNERSHIP HEALTH/REROOF/TEAR OFF/3 roof areas;  removing existing membrane, adding coverboard, and new membrane./FLAT/TWO STORY/VB/B",SUMMIT ROOFING INC,82800.0,0.0,,,401 W RAILROAD ST,,82800.0,0.0,Commercial,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00040,,BAARR -  Add/Alter/Remodel Residential,,SFR/Kitchen addition and remodel of dining room/VB/R-3,OWNER,125000.0,0.0,,,125 HILL CREST LP,,125000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00052,,BAARR -  Add/Alter/Remodel Residential,,"SFR/REMODEL/Remove drop ceiling paneling from walls. rewire basement with new can lights and outlets receptacles, Move kitchen sink plumbing down wall 10 feet. Reinsulate walls and ceiling Hang 5/8 drywall on ceiling 1/2 on walls. New breaker panel and new service. 
paint new kitchen cabinets/VB/R-3",MAJESTIC RESTORATION AND HOME IMPROVEMENT,49868.68,0.0,,,99 ARROWHEAD DR,,49868.68,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2022-MSS-RES-00062,,BNSFR - New Single Family Residence,,NSFR/ VB / R-3,OWNER,,152543.6,,482970.95,5557 CATTLE DR,SFR-DET,152543.6,330427.35,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
04 - New Duplex,2022-MSS-RES-00064,,BNRDX - New Duplex,,NEW DUPLEX/ATT GARAGE/VB/R-2,KNIFE RIDGE BUILDERS LLC,,166837.4,,532039.68,606-A/B N 4TH ST W,Duplex,166837.4,365202.28,Duplex,New Construction,2,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2022-MSS-RES-00082,,BNSFR - New Single Family Residence,,NSFR / ATT GARAGE / VB / R-3,SHAMROCK CONSTRUCTION,,118961.05,,373396.68,2777 PANIOLO PL,SFR-DET,118961.05,254435.63,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2022-MSS-RES-00096,,BNSFR - New Single Family Residence,TED,NSFR/ATT GARAGE/VB/R-3/U,CROSSCUT CARPENTRY LLC,,96995.49,,308462.28,350 TRAIL BLAZER LOOP,TED SF,96995.49,211466.79000000004,TED Single Dwelling,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2022-MSS-RES-00102,,BNSFR - New Single Family Residence,,NSFR / ATT GARAGE/VB/R-3,ROCKY MOUNTAIN REMODELS,,195489.2,,624985.71,415 SPANISH PEAKS DR,SFR-DET,195489.2,429496.50999999995,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2022-MSS-RES-00110,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3/U,SILVERFERN,,80738.6,,257039.08,733 HOWELL ST,SFR-DET,80738.6,176300.47999999998,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2022-MSS-RES-00112,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3/U,SCARIANO CONSTRUCTION INC,,113608.85,,361798.47,2016 RAYMOND AVE,SFR-DET,113608.85,248189.61999999997,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2022-MSS-RES-00113,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3/U,EDGELL BUILDING AND DEVELOPMENT INC,,98784.39,,288086.11,5633 CATTLE DR,SFR-DET,98784.39,189301.71999999997,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
03 - New Single Family Residential,2022-MSS-RES-00129,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE//VB/R-3/U,STRAIGHT LINE CONSTRUCTION INC,,129820.45,,391389.26,4352 CHRISTIAN DR,SFR-DET,129820.45,261568.81,Single Dwelling Detached,New Construction,1,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00130,,BRRRS - Reroof or Reside Residential,,SFR / Removal of pre-existing roof / installation of new roofing / underlayment / asphalt shingle roofing system / INSTALL ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3,OWNER,7250.0,0.0,,,1511 HOWELL ST,,7250.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00132,,BRRRS - Reroof or Reside Residential,,"SFR/REROOF/remove existing shingles, underlayment and edge metal. Instal new drip edge, two rows of ice and water at eaves and 1 in valleys, new synthetic underlayment, starter, shingles with 6 nails per, ridge vant and ridge cap./SINGLE STORY/4:12/VB/R-3",R AND R ROOFING SPECIALTIES,9450.0,0.0,,,103 PINEHURST CT,,9450.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00137,,BAARR -  Add/Alter/Remodel Residential,,"SFR/New siding, windows, doors, floors, trim,insulation drywall, electrical, vac and plumbing etc to be redone. No structural changes.

CITY NOTE: BUILDING INSPECTORS TO FIELD VERIFY CODE COMPLIANCE AND MAY REQUEST ADDITIONAL INFORMATION.",ECHELON CONSTRUCTION,500000.0,0.0,,,3345 CATHY CT,,500000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
06 - New Miscellaneous,2022-MSS-RES-00145,,BNRDA - New Detached Accessory Building,,NEW DET GARAGE / VB / U,OWNER,,9820.8,,34493.53,5557 CATTLE DR,,9820.8,24672.73,"Misc. (Garage, Shed, etc.)",New Construction,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00236,,BRRRS - Reroof or Reside Residential,,SFR / Replace asphalt shingles and siding / Shingles will be GAF Timberline HDZ Charcoal (with 3 additional accessories) for registered 50 year warranty with GAF / Includes all new heavy duty ice and water underlayment and synthetic GAF roof paper / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3 / Siding will be cement lap siding with factory painted steel soffit and fascia.,KASBERG SIDING AND REMODEL,10000.0,0.0,,,1745 S 10TH ST W,,10000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00266,,BRRRS - Reroof or Reside Residential,,"SFR / VB / R-3 / Remove old shingles, tar felt, and cap / Replace with new architectural IKO LL shingles, pipe jacks, and tar paper underlayment / Add ice and water shield / Install RV-49 roof vents / INSTALL PER IRC AND LISTING / PITCH 4:12",P R & R,9066.0,0.0,,,620 PARKVIEW WAY,,9066.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00274,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on eaves / new 30# starter course felt / new shingles / ridge vent and ridge cap / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,A & B ROOFING CO,23730.0,0.0,,,2945 HILLTOP DR,,23730.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00275,,BRRRS - Reroof or Reside Residential,,SFR / Re roof / reside house / synthetic UDL / ice and water / tear off existing / new asphalt shingles / reside / tear off / new moisture barrier and LAP siding / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,TLC CONSTRUCTION,7000.0,0.0,,,2237 DEARBORN AVE,,7000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00276,,BRRRS - Reroof or Reside Residential,,SFR / Tearing off existing roof / Reroofing with Arctic Seal ice and water / Tiger Paw synthetic underlayment / and GAF Timberline HDZ shingles / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,FISHER FAMILY CONSTRUCTION,11650.0,0.0,,,3836 ENGLAND BLVD,,11650.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00278,,BRRRS - Reroof or Reside Residential,,DET GARAGE / REPLACE SIDING / REMOVING EXISTING SIDING / REPLACE WITH WOOD BOARDS THAT WILL BE PLACED VERTICAL / THEN PAINT THE BOARDS / NOT REPLACING UNDERLAYMENT AS IT IS STILL IN GOOD CONDITION,OWNER,550.0,0.0,,,1743 S 13TH ST W,,550.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00280,,BRRRS - Reroof or Reside Residential,,SFR / Strip / WIP / synthetic Underlayment / 30 yr shingle / ridgecap / ridgevent / As-per-code / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,DOUGLAS MILLER CONSTRUCTION & PROPERTY MAINTENAN,6475.0,0.0,,,540 WOODFORD ST,,6475.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
06 - New Miscellaneous,2022-MSS-RES-00281,,BO\S\R - Other Residential,,STRUCTURAL PARKING PAD / Concrete parking pad in front of house. Potential of adding a garage in the next year.,OWNER,,5280.74,,27427.14,655 W ARTEMOS DR,,5280.74,22146.4,"Misc. (Garage, Shed, etc.)",New Construction,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00282,,BRRRS - Reroof or Reside Residential,,SFR / Tearing off existing roof and reroofing with Arctic Seal ice and water / Tiger Paw synthetic underlayment / and GAF Timberline HDZ shingles / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,FISHER FAMILY CONSTRUCTION,9430.0,0.0,,,3833 ENGLAND BLVD,,9430.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00288,,BRRRS - Reroof or Reside Residential,,DET GARAGE / Re roof / reside garage / synthetic UDL / ice and water / tear off existing / new asphalt shingles / reside / tear off / new moisture barrier and LAP siding / INSTALL PER IRC AND LISTING / 4:12 / VB / U / Contractor cancelled reroof 5/9/2022 by phone still doing Reside,TLC CONSTRUCTION,7000.0,0.0,,,2237 DEARBORN AVE,,7000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00292,,BRRRS - Reroof or Reside Residential,,SFR / Take of old shingles / put new 30 year gaf / ice water eves / synthetic layment / INSTALL PER IRC AND LISTING / 8:12 / VB / R-3,NEW HORIZONS ROOFING LLC,20000.0,0.0,,,813 S 03RD ST W,,20000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00295,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing siding and replace with new,KNH CONSTRUCTION LLC,7500.0,0.0,,,2796 STRATFORD LN,,7500.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00296,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing to bare decking / install new edge metal / install new underlayment including ice & water barrier on all eaves and valleys / install new limited lifetime architectural shingles / install new ridge vent and cap / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,DERRICK G SMITH ROOFING LLC,8800.0,0.0,,,2387 CLASSIC CT,,8800.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00298,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# Felt / replace with 50-Year Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,RHINO ROOFING,10000.0,0.0,,,4409 23RD AVE,,10000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00301,,BRRRS - Reroof or Reside Residential,,SFR / 3:12 / 1-comp layer / 1 & 2 story SFR / R&R / install 50 year shingle / install ice & water shield / CRV / INSTALL PER IRC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / VB / R-3,JARED LANGLEY ENTERPRISES INC,18000.0,0.0,,,101 ARTEMOS DR,,18000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00302,,BRRRS - Reroof or Reside Residential,,SFR/ 8:12 / 1 3-tab layer / 1 & 2 story SFR / R&R / install synthetic underlayment / install 50 year shingle / ice & water shield / CRV / INSTALL PER IRC AND LISTING / VB / R-3,JARED LANGLEY ENTERPRISES INC,27000.0,0.0,,,5002 GERALDINE CT,,27000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00303,,BRRRS - Reroof or Reside Residential,,SFR / 5:12 / 1-comp layer / 1 & 2 story SFR / R&R / install synthetic underlayment / install 50 year shingle / Ice & water shield / CRV / INSTALL PER IRC AND LISTING / VB / R-3,JARED LANGLEY ENTERPRISES INC,27000.0,0.0,,,225 MANSION HEIGHTS DR,,27000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00304,,BRRRS - Reroof or Reside Residential,,"SFR / remove existing shingles / ice and water shield to all eaves (2 feet past bearing wall), valleys, and penetrations /  install new 40 year g.a.f. architectural asphalt shingles /  along with proper ridge vent to entire ridge length / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3",BOYCE ROOFING AND CONSTRUCTION LLC,18222.0,0.0,,,2232 36TH ST,,18222.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00307,,BRRRS - Reroof or Reside Residential,,"SFR / Permits and Inspections / Protect landscaping, lawn, and decks / Remove and proper disposal of roofing material / Provide and Apply ice and water membrane: 2 row at eaves.1 Course centered in valley / Provide and Apply, synthetic underlayment in succeeding courses / Provide and Apply Architectural Shingle System; High Wind Application:Starter at eaves and rakes / 6 nail per shingle / Close cut valleys / Provide and Apply ridge vent and hip/ridge shingle / Provide and apply all related accessories require to complete roofing scope of work INSTALL PER IRC AND LISTING / 4:12 / VB / R-3",INDEPENDENT ROOFING LLC,12915.0,0.0,,,1360 CLARKIA LN,,12915.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
02 - Remodel Residential,2022-MSS-RES-00310,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing material / replace with new GAF Asphalt Shingles / Re-sheet if necessary / SYNTHETIC UNDERLAYMENT / Removes debris / INSTALL ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / 7:12 / VB / R-3,REVE EXTERIORS LLC,10532.0,0.0,,,2717 FLEET ST,,10532.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2022-05-01,May,05,2022,2022
