Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Property Type Order,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
01 - Remodel Commercial,2024-MSS-COM-00028,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/Apt #B7/REPAIR FIRE DAMAGE/ Apartment was previously demo'd to studs (on all but 1 wall). Repair the demo with new interior wall and ceiling insulation, drywall, paint, flooring, cabinets, doors, trim, and fixtures throughout with like for like./VB/R-2",POWDER HOUNDS INC CONSTRUCTION,20000.0,0.0,,,329 E FRONT ST,,20000.0,0.0,Commercial,Addition/Remodel,16.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00038,BCRRS -  Reroof/Reside Commercial,,,MULTI-FAM 6 PLEX / Remove and replace shingles / Ice & water  2 rows along eaves / synthetic underlayment rest / GAF Shingles / INSTALL PER IBC AND LISTING / 5:12 / VB / R2,CLW CONSTRUCTION LLC,12900.0,0.0,,,227 CONNELL AVE,,12900.0,0.0,Commercial,Addition/Remodel,16.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00039,BCRRS -  Reroof/Reside Commercial,,,CMC MEDICAL CENTER BLDG #2 / Remove and replace existing roof surface on Comm Med Center Bldg # 2 and enteryway. / Install 60 Mil TPO material and intergrted into the rest of the roof structure / INSTALL PER IBC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 0:12 / VB/ I-2,SCHROCK COMMERCIAL ROOFING INC,145000.0,0.0,,,2827 FORT MISSOULA RD,,145000.0,0.0,Commercial,Addition/Remodel,16.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00040,BCRRS -  Reroof/Reside Commercial,,,"COM / VB / B F-1 / 4:12 / INSTALL PER IBC AND LISTING / Re-roof of existing metal roofing / install 1/2"" OSB sheeting applied / followed by high temp psu ice and water shield / with standing seam metal roofing finishing the job.",BIRCH ROOFING,7065.0,0.0,,,801 SHERWOOD ST  STE 124,,7065.0,0.0,Commercial,Addition/Remodel,16.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00044,BCRRS -  Reroof/Reside Commercial,,,"RMEF / Remove shingles, underlayment, drip edge, pipe boots and dispose /  Install Ice and water shield underlayment to the entire structure /  Install new drip edge / Malarkey Vista shingles, pipe boots, and ridge vent / INSTALL PER IBC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 2:12 / VB / E",SCHROCK COMMERCIAL ROOFING INC,178655.0,0.0,,,5705 GRANT CREEK RD,,178655.0,0.0,Commercial,Addition/Remodel,16.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00019,,BAARR -  Add/Alter/Remodel Residential,ADU,2021 CODES/NEW ADU OVER EXISTING DET GARAGE/VB/R-3/U,AYERS CONSTRUCTION,,34930.0,,127015.48,822 COTTONWOOD ST,ADU,34930.0,92085.48,ADU,New Construction,99.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00025,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment. Install ice/water and synthetic underlayment per code. Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,MIGHTY DOG ROOFING 157,10000.0,0.0,,,3200 WASHBURN ST,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00039,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Add covered front porch. Add 2 second story dormers and egress window./ convert garage to livable space /VB/R-3,OWNER,125000.0,0.0,,,207 E KENT AVE,,125000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00043,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/I wish to construct two walls and a slab-on-grade adjacent to my existing home and beneath an existing elevated deck that was built along with the original house construction.  The new walls will abutt against an existing basement wall and the backside of the existing garage foundation forming a 331 square foot enclosed space which I will use as a personal woodworking shop.  The overhead deck (concrete surfaced) will serve as the roof for the new enclosed space.  The newly constructed walls are at least 18 inches inside of the perimeter of the existing elevated deck.VB/R-3,DOUBLE DIAMOND CONSTRUCTION,26740.0,0.0,,,5215 PRYOR MOUNTAIN CT,,26740.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00048,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,O AND O BUILDERS LLC,,114431.34,,410761.9,4301 CHRISTIAN DR,SFR-DET,114431.34,296330.56000000006,Single Dwelling Detached,New Construction,2.0,1,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00058,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Updated basement plumbing, updated existing walls/framing/VB/R-3",OWNER,1479.0,0.0,,,635 GERALD AVE,,1479.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00059,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/INTERIOR REMODEL/VB/R-3,MCMAHON CONSTRUCTION,120000.0,0.0,,,821 PARKVIEW WAY,,120000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00065,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Framing of bedroom with closest. Framing of  a bathroom. Rough plumbing already existing/VB/R-3,JASON PETERS,12450.0,0.0,,,2419 RIATA RD,,12450.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00090,,BRRRS - Reroof or Reside Residential,,"GARAGE / Tear off existing roofing material /  install 2 rows of leak barrier, synthetic underlayment / starter on eaves and rakes /  30 year asphalt shingles / continuous ridge vent and ridge cap shingles / haul all roofing debris to the landfill and complete job site cleanup. / INSTALL PER IRC AND LISTING / 6:12 / VB / R3",PURELIGHT POWER,2550.0,0.0,,,1212 S 04TH ST W,,2550.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00091,,BRRRS - Reroof or Reside Residential,,"SFR / tear off of existing roofing material /  install 2 rows of leak barrier / install synthetic underlayment / starter on rakes and eaves / install 30 year asphalt shingles, continuous vent, ridge cap shingles / haul all roofing debris to landfill, complete job site cleanup / INSTALL PER IRC AND LISTING / 5:12 / VB / R3",PURELIGHT POWER,6375.0,0.0,,,1740 S 07TH ST W,,6375.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00119,,BRRRS - Reroof or Reside Residential,,DUPLEX / to remove old roofing / to install ice & water shield / to install GAF Tigerpaw underlayment / to install GAFTimberline HDz architectural shingles / INSTALL PER IRC AND LISTING / 6:12 / VB / R3,ABOVE THE REST ROOFING,13000.0,0.0,,,706 PHILIPS ST,,13000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00123,,BRRRS - Reroof or Reside Residential,,"GARAGE / ...Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 5:12 / VB / R3",RHINO ROOFING,2200.0,0.0,,,1133 S 03RD ST W,,2200.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00125,,BRRRS - Reroof or Reside Residential,,SFR / Removing existing shingles / install drip edge / ice and water on eaves / starter course felt / new shingles / ridge vent and ridge cap / Owens corning Flex shingles / 5:12 / VB / R3,A & B ROOFING CO,28250.0,0.0,,,2250 CALES CT,,28250.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00129,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt /  replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment /  Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 10:12 / VB / R3",RHINO ROOFING,15000.0,0.0,,,2219 MOUNT AVE,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00130,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 40-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 8:12 / VB / R3",RHINO ROOFING,13000.0,0.0,,,333 WOODWORTH AVE,,13000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00137,,BRRRS - Reroof or Reside Residential,,SFR /Removing & replacing 39 squares shingles only main dwelling / using synthetic underlayment / install i + w shield /  Install Owens Corning Duration / INSTALL PER IRC AND LISTING / pitch: 8:12 / VB / R3,"INFINITY ROOFING & SIDING, LLC",14962.91,0.0,,,2201 FOX HOLLOW RD,,14962.91,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00138,,BRRRS - Reroof or Reside Residential,,BARN / Removing & replacing 8 squares on the BARN shingles only / using synthetic underlayment / install i + w shield /  Install Owens Corning Duration / INSTALL PER IRC AND LISTING / pitch: 5:12 / VB / U,"INFINITY ROOFING & SIDING, LLC",3069.02,0.0,,,2201 FOX HOLLOW RD,,3069.02,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00139,,BRRRS - Reroof or Reside Residential,,SFR / Removing & replacing 26 squares shingles only main dwelling / using synthetic underlayment / install i + w shield /   Install Owens Corning Duration / INSTALL PER IRC AND LISTING / pitch: 5:12 / VB / R3,"INFINITY ROOFING & SIDING, LLC",14962.91,0.0,,,2203 FOX HOLLOW RD,,14962.91,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00140,,BRRRS - Reroof or Reside Residential,,SFR / Removing & replacing 29 squares shingles only main dwelling / using synthetic underlayment / install i + w shield / Install Owens Corning Duration / INSTALL PER IRC AND LISTING / pitch: 6:12 / VB / R3,"INFINITY ROOFING & SIDING, LLC",21843.24,0.0,,,2200 FOX HOLLOW RD,,21843.24,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00141,,BRRRS - Reroof or Reside Residential,,SFR / Removing & replacing 52 squares shingles only main dwelling / using synthetic underlayment/  install i + w shield / Install Owens Corning Duration / INSTALL PER IRC AND LISTING / pitch: 10:12 / VB / R3,"INFINITY ROOFING & SIDING, LLC",31804.97,0.0,,,2206 FOX HOLLOW RD,,31804.97,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00143,,BRRRS - Reroof or Reside Residential,,SFR / Replace tpo membrane with new 60mil Gaf tpp membrane / Mechanically fastened and weld seams / Install new drip edge / INSTALL PER IRC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 1:12 / VB / R3,LOLO PEAK ROOFING LLC,6850.0,0.0,,,3507 PAXSON ST,,6850.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00144,,BRRRS - Reroof or Reside Residential,,SFR / Remove and Replace existing shingle roof on house / Will use ice and water shield / Using 2 layers of synthetic underlayment / Install Owens Corning Durationn shingles / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,CLARK FORK MAINTENANCE LLC,14000.0,0.0,,,1621 BEL-VUE DR,,14000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00147,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Structural upgrades needed to support solar, per engineering letter/VB/R-3",BIG SKY SOLAR *LIMITED*,1500.0,0.0,,,1845 34TH ST,,1500.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00148,,BRRRS - Reroof or Reside Residential,,SFR / Remove old roofing / Install ice and water shield / Install synthetic underlayment /  Install ridge vent style d / Install Malarkey Vista shingles / INSTALL PER IRC AND LISTING / 7:12 / VB / R3,IVANS ROOFING AND CONSTRUCTION LLC,15000.0,0.0,,,229 WOODFORD ST,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00149,,BRRRS - Reroof or Reside Residential,,"GARAGE / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 10:12 / VB / U",RHINO ROOFING,2000.0,0.0,,,2219 MOUNT AVE,,2000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00150,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 40-Year, Malarkey Shingle/ Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 6:12 / VB / R3",RHINO ROOFING,18000.0,0.0,,,6718 KELSEY CT,,18000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00151,,BRRRS - Reroof or Reside Residential,,GARAGE / remove all roofing materials / non heated garage / install new felt paper / d metal / shingle accessories and shingles / INSTALL PER IRC AND LISTING / 5:12 / VB / U,SAPPHIRE ROOFING,2600.0,0.0,,,815 CLEVELAND ST,,2600.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00152,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Installing a tub where toilet is and building a water closet for new toilet. Plumbers are pulling own permit. Electricians will also pull own permit./VB/R-3,JASON PETERS,17650.0,0.0,,,6916 SHAVER DR,SFR-DET,17650.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00153,,BRRRS - Reroof or Reside Residential,,"GARAGE / Remove & Replace 30# Felt / replace with 50-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 5:12 / VB / U",RHINO ROOFING,5000.0,0.0,,,230 STRAND AVE,,5000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00154,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 12:12 / VB  / R3,MIGHTY DOG ROOFING 157,9000.0,0.0,,,4745 CALISTOGA LN,,9000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
06 - New Miscellaneous,2024-MSS-RES-00155,,BO\S\R - Other Residential,,SFR / Extend deck existing 6’ deck to 12’ and resurface.,OWNER,5500.0,0.0,,,875 RIVER PL,,5500.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,9.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00158,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Master bath remodel - replace existing shower & surround for new shower & surround - Demo existing wall and build pony wall. licensed plumber to replace fixtures in wet area only. wet area on ext wall - will check for proper insulation & v. barrier prior to new acrylic panels installed./VB/R-3,YOUR HOME IMPROVEMENT COMPANY LLC *UNLIMITED*,10000.0,0.0,,,1916 S 04TH ST W,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00159,,BRRRS - Reroof or Reside Residential,,GARAGE / Will be removing the existing shingles roof on the garage / Installing Owen’s Corning shingle Duration (Onyx Black) / Underlayment will be two layers of synthetic. INSTALL PER IRC AND LISTING / 4:12 / VB / U,CLARK FORK MAINTENANCE LLC,3000.0,0.0,,,1621 BEL-VUE DR,,3000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00164,,BRRRS - Reroof or Reside Residential,,"SFR / INSTALL ICE AND WATER SHIELD / FELT UNDERLAYMENT / SHINGLES / 5:12 / CEDAR SHINGLES / INSTALL PER IRC AND LISTING / VB / R-3/ Reroof, trim, and siding. Already have materials from years ago and will be doing all of the work myself, no paid laborers",OWNER,2000.0,0.0,,,638 CLEVELAND ST,,2000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00165,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/REPAIR WATER DAMAGED BACK GARAGE WALLS, REPLACE DOORS ON GARAGE, INSTALL NEW SHEETING AND SIDING AMOUNTING 310 SQUARE FEETVB/R-3/U",MILLENNIAL BUILDINGS LLC,4700.0,0.0,,,3102 S GRANT ST,,4700.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00167,,BRRRS - Reroof or Reside Residential,,"SFR / Remove existing roofing /  Install Ice and water shield along all eves and valleys / Install UDL 30 synthetic underlayment to rest of structure / Install New Malarkey Vista shingles, drip edge, pipe boots and ridge vents / INSTALL PER IRC AND LISTING / 5:12 / VB / R3",SCHROCK COMMERCIAL ROOFING INC,18698.24,0.0,,,4010 GALWAY AVE,,18698.24,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00168,,BRRRS - Reroof or Reside Residential,,GARAGE / Remove existing roofing /  Install new Malarkey Vista shingles / drip edge and synthetic underlayment / Ice and water shield / INSTALL PER IRC AND LISTING / 5:12 / VB / U,SCHROCK COMMERCIAL ROOFING INC,0.0,0.0,,,4010 GALWAY AVE,,0.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00172,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing /  Install half inch foam barrier board / 60 mil TPO and termination bar perimeters / INSTALL PER IRC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 1:12 / VB / R3,TAYLOR ROOFING AND CONSTRUCTION,13332.0,0.0,,,303 W CENTRAL AVE,,13332.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00173,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 40-Year, Malarkey Shingle Malarkey #1030 / Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 4:12 / VB / R3",RHINO ROOFING,15000.0,0.0,,,128 BRIDGER CT,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00175,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt, replace with 40-Year / Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 6:12 / VB / R3",RHINO ROOFING,22000.0,0.0,,,5084 VICTOR CT,,22000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00176,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt, replace with 40-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 7:12 / VB / R3",RHINO ROOFING,15000.0,0.0,,,2785 MARY JANE BLVD,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00177,,BRRRS - Reroof or Reside Residential,,"DUPLEX / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle /
Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 4:12 / VB / R3",RHINO ROOFING,14000.0,0.0,,,2308 A-B 55TH ST,,14000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00181,,BRRRS - Reroof or Reside Residential,,SFR / Complete removal and installation of asphalt shingle roofing / gable roof using Arctic Seal and Timberline HDZ shingles and Cobra Ridge Runner attic ventilation / INSTALL PER IRC AND LISTING / 5:12 / VB / R3,JIM GUERRERO ROOFING,15000.0,0.0,,,123 WAPIKIYA DR,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00184,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,MIGHTY DOG ROOFING 157,12000.0,0.0,,,1540 SUNFLOWER DR,,12000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00185,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 10:12 / VB / R3,MIGHTY DOG ROOFING 157,11700.0,0.0,,,734 CHERRY ST,,11700.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00190,,BRRRS - Reroof or Reside Residential,,"SFR / tear off of existing roofing material / install 2 rows of leak barrier / install synthetic underlayment / starter on rakes and eaves / install 30 year asphalt shingles, continuous vent, ridge cap shingles / haul all roofing debris to landfill, complete job site cleanup / INSTALL PER IRC AND LISTING / 5:12 / VB / R3",PURELIGHT POWER *UNLIMITED*,15750.0,0.0,,,2715 HAMILTON WAY,,15750.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00191,,BRRRS - Reroof or Reside Residential,,"SFR / tear off of existing roofing material / install 2 rows of leak barrier / install synthetic underlayment / starter on rakes and eaves / install 30 year asphalt shingles, continuous vent, ridge cap shingles / haul all roofing debris to landfill, complete job site cleanup / INSTALL PER IRC AND LISTING / 4:12 / VB / R3",PURELIGHT POWER *UNLIMITED*,6300.0,0.0,,,2421 SKYLINE DR,,6300.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00192,,BRRRS - Reroof or Reside Residential,,"SFR / tear off of existing roofing material / install 2 rows of leak barrier / install synthetic underlayment / starter on rakes and eaves / install 30 year asphalt shingles, continuous vent, ridge cap shingles / haul all roofing debris to landfill, complete job site cleanup / INSTALL PER IRC AND LISTING / 6:12 / VB/R-3",PURELIGHT POWER *UNLIMITED*,7650.0,0.0,,,5314 TALISMAN CT,,7650.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00197,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/to remove old roofing, to install ice & water shield, to install GAF Timberline HDz architectural shingles/PER LISTING & IRC/OBSERVE LOW SLOPE REQUIREMENTS/SINGLE STORY/3:12/VB/R-3",ABOVE THE REST ROOFING,14400.0,0.0,,,300 HARRIET ST,,14400.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00199,,BRRRS - Reroof or Reside Residential,,2021 CODES/DET GARAGE/REROOF/Remove shingles install new drip edge ice and water on eaves new starter course felt new shingles ridge vent and ridge cap/PER CODE & IRC/SINGLE STORY/5:12/VB/U,A & B ROOFING CO,2700.0,0.0,,,454 KENSINGTON AVE,,2700.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00200,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/Remove shingles install new drip edge ice and water on eaves new starter course felt new shingles ridge vent and ridge cap/PER CODE & IRC/TWO STORY/5:12/VB/R-3,A & B ROOFING CO,5600.0,0.0,,,454 KENSINGTON AVE,,5600.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00201,,BRRRS - Reroof or Reside Residential,,DETACHED GARAGE / Remove and replace existing shingles /Two rows ice and water barrier along eaves /  synthetic underlayment / GAF Timberline shingle / 4:12 / INSTALL PER IRC AND LISTING / VB / U,CLW CONSTRUCTION LLC,3000.0,0.0,,,1859 S 09TH ST W,,3000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00206,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/remove and replace shingles, installing Malarkey Vista 40 year shingle.  installing ice and water, synthetic unlayment./PER IRC & LISTING/SINGLE STORY/6:12/VB/R-3",RHINO ROOFING,16000.0,0.0,,,404 KEITH AVE,,16000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
02 - Remodel Residential,2024-MSS-RES-00208,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 7:12 / VB/ R3,MIGHTY DOG ROOFING 157,14000.0,0.0,,,5061 GERALDINE CT,,14000.0,0.0,Residential,Addition/Remodel,15.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
,2023-MSS-RES-00896.01,,,,2/2/24 REVISION TO MOVE BLDG 12' WEST,HONE ARCHITECTS AND BUILDERS,230.6,,,133522.8,437 S 6TH ST E,,230.6,133292.19999999998,Modification to Work in Progress,Addition/Remodel,99.0,0,03 Data Dump,2024-03-01,March,03,2024,2024
