Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
02 - Remodel Residential,2024-MSS-RES-01090,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/STORM DAMAGE/Remove existing shingles and underlayment. Replace any rotted sheeting. Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys. Install synthetic underlayment on remaining exposed decking. Install starter strip, valley metal. Install shingles replace all pipe boots and flashing as needed./PER CODE & LISTING/SINGLE STORY/4:12/VB/R-3",CLW CONSTRUCTION LLC,10000.0,0.0,,,1813 MCDONALD AVE,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01091,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/STORM DAMAGE/Remove existing shingles and underlayment. Replace any rotted sheeting. Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys. Install synthetic underlayment on remaining exposed decking. Install starter strip, valley metal. Install shingles replace all pipe boots and flashing as needed./PER CODE & LISTING/SINGLE STORY/8:12/VB/R-3",CLW CONSTRUCTION LLC,10000.0,0.0,,,201 HASTINGS AVE,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01092,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/STORM DAMAGE/Remove existing shingles and underlayment. Replace any rotted sheeting. Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys. Install synthetic underlayment on remaining exposed decking. Install starter strip, valley metal. Install shingles replace all pipe boots and flashing as needed./PER CODE & LISTING/SINGLE STORY/6:12/VB/R-3",CLW CONSTRUCTION LLC,10000.0,0.0,,,1601 S 09TH ST W,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01094,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/STORM DAMAGE/Remove existing shingles and underlayment. Replace any rotted sheeting. Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys. Install synthetic underlayment on remaining exposed decking. Install starter strip, valley metal. Install shingles replace all pipe boots and flashing as needed/PER CODE & LISTING/SINGLE STORY/6:12/VB/R-3",CLW CONSTRUCTION LLC,10000.0,0.0,,,2845 MARY JANE BLVD,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01095,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/STORM DAMAGE/Remove existing shingles and underlayment. Replace any rotted sheeting. Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys. Install synthetic underlayment on remaining exposed decking. Install starter strip, valley metal. Install shingles replace all pipe boots and flashing as needed/PER CODE & LISTING/SINGLE STORY/5:12/VB/R-3",CLW CONSTRUCTION LLC,10000.0,0.0,,,1017 RONAN ST,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01096,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/STORM DAMAGE Remove existing shingles and underlayment. Replace any rotted sheeting. Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys. Install synthetic underlayment on remaining exposed decking. Install starter strip, valley metal. Install shingles replace all pipe boots and flashing as needed/PER CODE & LISTING/SINGLE STORY/6:12/VB/R-3",CLW CONSTRUCTION LLC,10000.0,0.0,,,2767 STRATFORD LN,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01097,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/STORM DAMAGE Remove existing shingles and underlayment. Replace any rotted sheeting. Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys. Install synthetic underlayment on remaining exposed decking. Install starter strip, valley metal. Install shingles replace all pipe boots and flashing as needed/PER CODE & LISTING/TWO STORY/4:12/VB/R-3",CLW CONSTRUCTION LLC,10000.0,0.0,,,4090 KALEIGH CT,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01098,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/STORM DAMAGE Remove existing shingles and underlayment. Replace any rotted sheeting. Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys. Install synthetic underlayment on remaining exposed decking. Install starter strip, valley metal. Install shingles replace all pipe boots and flashing as needed/PER CODE & LISTING/SINGLE STORY/4:12/VB/R-3",CLW CONSTRUCTION LLC,10000.0,0.0,,,408 VILLAGE PL,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01101,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/TEAR OFF TITANIUM UDL/ICE & WATER/ARCH SHINGLES/PER CODE & LISTING/TWO STORY/5:12/VB/R-3,SORUM CONSTRUCTION LLC,23240.0,0.0,,,5609 GHARRETT AVE,,23240.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01102,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/Full Roof Replacement - Clean Deck- Ice and water sheild on eaves and rakes- felt buster on the remainder of the home. drip edge around the perimeter. starter around the perimeter. 6 nails per shingle as required by gold pledge standard. Adequate ventilation. Please let me know what else you need./PER CODE & LISTING/SINGLE STORY/4:12/VB/R-3,CREATUM ROOFING AND REPAIR,15536.0,0.0,,,1931 34TH ST,,15536.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01103,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Removing & replacing 25 squares like for like, synthetic underlayment, i + w shield, Owens Corning Duration shingles & re-deck 1 small portion/PER CODE & LISTING/SINGLE STORY/4:12/VB/R-3","INFINITY ROOFING & SIDING, LLC",18200.0,0.0,,,2734 FLEET ST,,18200.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01105,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/Remove existing shingles and underlayment. Install ice/water and synthetic underlayment per code. Install asphalt shingles per code./PER CODE & LISTING/OBSERVE LOW SLOPE RQRMTS/TWO STORY/2:12/VB/R-3,MIGHTY DOG ROOFING 157,15000.0,0.0,,,2311 43RD ST,,15000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01110,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Due to storm damage - remove shingles and underlayment. Install synthetic underlayment, ice & water and asphalt shingles./PER CODE & LISTING/OBSERVE LOW SLOPE RQRMTS/SINGLE STORY/3:12/VB/R-3",ACE ROOFING LLC,7976.21,0.0,,,2406 W KENT AVE,,7976.21,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01113,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment. Install ice/water and synthetic underlayment per code. Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 3:12 / OBSERVE LOW SLOPE REQUIREMENTS / 1 STORY / VB/R-3,MIGHTY DOG ROOFING 157,19000.0,0.0,,,104 TAHOE DR,,19000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01114,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment. Install ice/water and synthetic underlayment per code. Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 6:12 / 2 STORY / VB/R-3,MIGHTY DOG ROOFING 157,11000.0,0.0,,,4340 BORDEAUX BLVD,,11000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01115,,BRRRS - Reroof or Reside Residential,,"TOWNHOME / Remove existing shingles/replace with synthetic underlayment, ice and water shield per code, D metal, replace with Certainted Landmark Weathered Wood architectural shingles, use starter, ridge, and hip shingles, where applicable./ INSTALL PER IRC AND LISTING / 8:12 / 2 STORY / VB/R-3",HOME IMPROVEMENT AND LANDSCAPING,10000.0,0.0,,,1853 E BROADWAY,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01116,,BRRRS - Reroof or Reside Residential,,"TOWNHOME / Remove existing shingles/replace with synthetic underlayment, ice and water shield per code, D metal, replace with Certainted Landmark Weathered Wood architectural shingles, use starter, ridge, and hip shingles, where applicable /  INSTALL PER IRC AND LISTING / 8:12 / 2 STORY / VB/R-3",HOME IMPROVEMENT AND LANDSCAPING,10000.0,0.0,,,1855 E BROADWAY,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01117,,BRRRS - Reroof or Reside Residential,,"TOWNHOME / Remove existing shingles/replace with synthetic underlayment, ice and water shield per code, D metal, replace with Certainted Landmark Weathered Wood architectural shingles, use starter, ridge, and hip shingles, where applicable. / INSTALL PER IRC AND LISTING / 8:12 / 2 STORY / VB/R-3",HOME IMPROVEMENT AND LANDSCAPING,10000.0,0.0,,,1857 E BROADWAY,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01118,,BRRRS - Reroof or Reside Residential,,"TOWNHOME / Remove existing shingles/replace with synthetic underlayment, ice and water shield per code, D metal, replace with Certainted Landmark Weathered Wood architectural shingles, use starter, ridge, and hip shingles, where applicable / INSTALL PER IRC AND LISTING / 8:12 / 2 STORY / VB/R-3",HOME IMPROVEMENT AND LANDSCAPING,10000.0,0.0,,,1859 E BROADWAY,,10000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01119,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment. Install ice/water and synthetic underlayment per code. Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 8:12 / 2 STORY / VB/R-3,MIGHTY DOG ROOFING 157,7000.0,0.0,,,1815 S 10TH ST W,,7000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01120,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment. Install ice/water and synthetic underlayment per code. Install asphalt shingles per code. / INSTALL PER IRC AND LISTING / 4:12 / TWO STORY / VB/R-3,MIGHTY DOG ROOFING 157,12000.0,0.0,,,5610 LONGVIEW DR,,12000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01121,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment. Install ice/water and synthetic underlayment per code. Install asphalt shingles per code. / INSTALL PER IRC AND LISTING / 4:12 TWO STORY / VB/R-3,MIGHTY DOG ROOFING 157,7000.0,0.0,,,6000 SKYVIEW DR,,7000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01122,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove existing roof and dispose. Install: ice and water shield, synthetic underlay, new style-D drip edge metal, new plumbing pipe boots. Architectural  Shingles and Cap, and continuous ridge venting./PER CODE & LISTING/SINGLE STORY/5:12/VB/R-3",DUNN WRIGHT ROOFING AND REMODEL LLC,18500.0,0.0,,,665 NORTH AVE E,,18500.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01123,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/Remove old Roofing Install synthetic underlayment Install ice and water shield Install Malarkey Vista shingles/Install style d metal Install Ridge vent/PER CODE & LISTING/SINGLE STORY/5:12/VB/R-3,IVANS ROOFING AND CONSTRUCTION LLC,22000.0,0.0,,,7015 ALISHA DR,,22000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01124,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Removal and proper disposal of existing/old roofing material to wood deck./Provide and Apply ice and water membrane per code./Provide and Apply, synthetic underlayment in succeeding courses./Provide and Apply Architectural Shingle System./Provide and Apply ridge vent and hip/ridge shingle./Provide and apply all related accessories require to complete roofing scope of work./PER CODE & LISTING/SINGLE STORY/4:12/VB/R-3",INDEPENDENT ROOFING LLC,22000.0,0.0,,,1909 36TH ST,,22000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01125,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Removal and proper disposal of existing/old roofing material to wood deck./Provide and Apply ice and water membrane per code./Provide and Apply, synthetic underlayment in succeeding courses./Provide and Apply Architectural Shingle System./Provide and Apply ridge vent and hip/ridge shingle. /Provide and apply all related accessories require to complete roofing scope of work./PER CODE & LISTING/TWO STORY/5:12/VB/R-3",INDEPENDENT ROOFING LLC,16495.0,0.0,,,415 BROOKS ST,,16495.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01146,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING E / #4 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #20 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01147,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING B / #1 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #05 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01148,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING A / #4 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #04 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01149,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING B / #2 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #06 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01150,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING E / #3 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #19 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01151,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING A / #1 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #01 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01152,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING D / #1 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #13 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01153,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING D / #2 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #14 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01154,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING A / #3 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #03 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01155,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING B / #4 / GRANDVUE VILLAGE CONDO  / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #08 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01156,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING C / #2 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #10 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01157,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING C / #4 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #12 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01158,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING D / #3 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #15 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01159,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING E / #2 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #18 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01160,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING A / #2 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #02 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01161,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING C / #1/ REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #09 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01162,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING C / #3 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #11 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
02 - Remodel Residential,2024-MSS-RES-01163,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TOWNHOME  / BUILDING D / #4 / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY / REMOVE EXISTING SHINGLE AND UNDERLAYMENT / REPLACE ROTTED SHEETING /  Install drip edge along eaves, install 2 rows of ice and water barrier along all eaves and up all valleys / Install synthetic underlayment on remaining exposed decking / Install starter strip, valley metal / Install shingles / replace all pipe boots and flashing as needed",CLW CONSTRUCTION LLC,5000.0,0.0,,,5604 #16 BRIDGER CT,,5000.0,0.0,Residential,Addition/Remodel,0,10 Data Dump,2024-10-01,October,10,2024,2025
