Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
02 - Remodel Residential,2023-MSS-RES-00045,,BRRRS - Reroof or Reside Residential,,"SFR / tear off remove existing roof / Installation of new synthetic underlayment / dry in, ice n water underlayment /  architectural shingles / vent and cap / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3",SIMPLY THE BEST ROOFING,11800.0,0.0,,,425 BLAINE ST,,11800.0,,Residential,Addition/Remodel,0,02 Data Dump,2023-02-01,February,02,2023,2023
02 - Remodel Residential,2023-MSS-RES-00053,,BRRRS - Reroof or Reside Residential,,SRF / reroofing asphalt roof / REMOVE EXISITING ROOFING/ INSTALL ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / SHINGLES / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,MERIDIAN CONSTRUCTION COMPANY,7800.0,0.0,,,101 ELMHURST CT,,7800.0,,Residential,Addition/Remodel,0,02 Data Dump,2023-02-01,February,02,2023,2023
02 - Remodel Residential,2023-MSS-RES-00062,,BRRRS - Reroof or Reside Residential,,SFR / Tearing off existing shingles / replacing with ice & water shield / synthetic underlayment and GAF HDZ Shingles / INSTALL PER IRC AND LISTING / 8:12 / VB / R-3,FISHER FAMILY CONSTRUCTION,15524.92,0.0,,,3825 CONCORD DR,,15524.92,,Residential,Addition/Remodel,0,02 Data Dump,2023-02-01,February,02,2023,2023
02 - Remodel Residential,2023-MSS-RES-00063,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing asphalt shingles and underlayment / install new ice and water underlayment as well as synthetic underlayment per code and manufacturers recommendations / install of new architectural asphalt shingles/ INSTALL PER IRC AND LISTING / 6:12 / VB / R-3,MIGHTY DOG ROOFING 157,15000.0,0.0,,,2519 BLACKTHORN DR,,15000.0,,Residential,Addition/Remodel,0,02 Data Dump,2023-02-01,February,02,2023,2023
02 - Remodel Residential,2023-MSS-RES-00064,,BRRRS - Reroof or Reside Residential,,SFR / ATT GARAGE / Removal of existing asphalt shingles and underlayment / installation of new ice and water underlayment  / synthetic underlayment per code and manufacturers specifications / installation of new asphalt shingles as well as small tpo install in dead valley between house and garage / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,MIGHTY DOG ROOFING 157,1800.0,0.0,,,2232 E SUMMIT DR,,1800.0,,Residential,Addition/Remodel,0,02 Data Dump,2023-02-01,February,02,2023,2023
,2022-MSS-RES-00142.02,,,,1/20/22 REV/ADD 4TH GARAGE BAY/INTERIOR CHANGES,JM MORAN & COMPANY INC,,7672.5,,27195.3,3455 DUNCAN DR,,7672.5,19522.8,Modification to Work in Progress,Addition/Remodel,0,02 Data Dump,2023-02-01,February,02,2023,2023
,2021-MSS-COM-00072.02,,,,12/22/22 GARDEN PACKAGE REVISION,JACKSON CONTRACTOR GROUP INC,600000.0,,,,1075 SOUTH AVE W,,600000.0,0.0,Modification to Work in Progress,Addition/Remodel,0,02 Data Dump,2023-02-01,February,02,2023,2023
03 - New Single Family Residential,2021-MSS-RES-00429,,BNSFT - New Single Family Townhouse,,UNIT A/NEW TOWNHOME/ATT GARAGE//VB/R-3,TOLLEFSON CONSTRUCTION,,64971.8,,207273.78,2205-A S 13TH ST W,TED 2U,64971.8,142301.97999999998,TED Two Unit,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2021-MSS-RES-00435,,BNSFT - New Single Family Townhouse,,NEW TOWNHOME UNIT B/ATT GARAGE/VB/R-3,TOLLEFSON CONSTRUCTION,,64971.8,,207273.78,2205-B S 13TH ST W,TED 2U,64971.8,142301.97999999998,TED Two Unit,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
08 - New Business,2022-MSS-COM-00215,BNCON -  New Other,,,HILLVIEW APTS GARAGE BLDG 1/NEW GARAGE BLDG/VB/U,QUALITY CONSTRUCTION COMPANY,,44023.1,,171651.36,1990 RIMEL RD,,44023.1,127628.25999999998,Business,New Construction,0,03 Data Dump,2023-03-01,March,03,2023,2023
08 - New Business,2022-MSS-COM-00221,BNCON -  New Other,,,HILLVIEW APTS GARAGE BLDG 2/NEW GARAGE BLDG/VB/U,QUALITY CONSTRUCTION COMPANY,,48086.8,,151981.45,1980 RIMEL RD,,48086.8,103894.65000000001,Business,New Construction,0,03 Data Dump,2023-03-01,March,03,2023,2023
08 - New Business,2022-MSS-COM-00222,BNCON -  New Other,,,HILLVIEW APTS GARAGE BLDG 3/NEW GARAGE BLDG/VB/U,QUALITY CONSTRUCTION COMPANY,,55371.52,,175005.28,1950 RIMEL RD,,55371.52,119633.76000000001,Business,New Construction,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2022-MSS-COM-00226,BAARC -  Add/Alter/Remodel Commercial,,,AT&T WIRELESS FACILITY/Minor modification to existing wireless communication tower./VB/U,ETHOS DISTRIBUTED SOLUTIONS INC,33800.0,0.0,,,1920 S 03RD ST W,,33800.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2022-MSS-COM-00293,BAARC -  Add/Alter/Remodel Commercial,,,TESTING LABORATORY / CANOPY: nullSF,OWNER,,0.0,,,216 TRADE ST,,0.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2022-MSS-COM-00347,BAARC -  Add/Alter/Remodel Commercial,,,CULTIVATION / EXTRACTION / INFUSED PRODUCT / CANOPY: 4500SF,OWNER,,0.0,,,1345 DAKOTA ST,,0.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2022-MSS-COM-00352,BAARC -  Add/Alter/Remodel Commercial,,,CULTIVATION / CANOPY: 2500SF,OWNER,,,,,1851-B STEPHENS AVE,,0.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2022-MSS-COM-00377,BAARC -  Add/Alter/Remodel Commercial,,,DISPENSARY / CULTIVATION / CANOPY: 800SF,OWNER,,0.0,,,1510 A BULWER ST,,0.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2022-MSS-COM-00378,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/ACCURATE AUTO REPAIR/Change of Use Application Only - No modification proposed/VB/B/S-1,OWNER,1.0,0.0,,,5500 MOMONT RD,,1.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2022-MSS-COM-00392,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/A & D FIRE/NEW TI/VB/B,MKC INC,215000.0,0.0,,,6900 KESTREL DR  STE 8,,215000.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2022-MSS-COM-00394,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/ELECTIONS CENTER/Building remodel with building and accessibility upgrades/VB/B,JACKSON CONTRACTOR GROUP INC,1222807.0,0.0,,,140 N RUSSELL ST,,1222807.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2022-MSS-COM-00404,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/CARPORT 1/Bldg 1 Car Port Reconstruction/VB/U,QUALITY COMPONENTS CONSTRUCTION INC,58000.0,0.0,,,4100 101 MULLAN RD,,58000.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2022-MSS-RES-00137,,BAARR -  Add/Alter/Remodel Residential,,"SFR/New siding, windows, doors, floors, trim,insulation drywall, electrical, vac and plumbing etc to be redone. No structural changes.

CITY NOTE: BUILDING INSPECTORS TO FIELD VERIFY CODE COMPLIANCE AND MAY REQUEST ADDITIONAL INFORMATION.
Rev 01 - 03/28/2023: 3/27/23 REVISION TO REFRAME ONE WALL",ECHELON CONSTRUCTION,100000.0,0.0,,,3345 CATHY CT,,100000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2022-MSS-RES-00262,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,113518.25,,372331.0,824 HICKORY ST,SFR-DET,113518.25,258812.75,Single Dwelling Detached,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2022-MSS-RES-00265,,BAARR -  Add/Alter/Remodel Residential,,SFR / ADDITIONA/VB / R-3,RED LADDER CONSTRUCTION,50000.0,0.0,,132765.6,2235 FLYNN LN,,50000.0,82765.6,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2022-MSS-RES-00406,,BNSFR - New Single Family Residence,,NSFR/VB/R-3,BUILT WELL CONSTRUCTION,,76271.8,,245616.36,2519 CHUCK WAGON RD,SFR-DET,76271.8,169344.56,Single Dwelling Detached,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2022-MSS-RES-00557,,BRRRS - Reroof or Reside Residential,,SFR / REMOVE EXSITING ROOF / Re roof re sheet wit 5/8 osb / new ice AND WATER shield / 1 row titanium underlaymnt / 12:12 / INSTALL PER IRC AND LISTING / VB / R-3,MILLER ROOFING INC,8500.0,0.0,,,615 N 03RD ST W,,8500.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2022-MSS-RES-00644,,BAARR -  Add/Alter/Remodel Residential,ADU,SFR/ADD ADU/VB/R-2,ROE CONSTRUCTION,,28063.15,,90370.05,2005 MAURICE AVE,ADU,28063.15,62306.9,ADU,New Construction,0,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2022-MSS-RES-00660,,BNSFR - New Single Family Residence,ADU,NSFR-ADU/ATT GARAGE/VB/R-3/U,HAYWOOD CONSTRUCTION,,42960.5,,141410.7,2708 RATTLESNAKE DR,ADU,42960.5,98450.20000000001,ADU,New Construction,0,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2022-MSS-RES-00665,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/ VB / R-3,PETERS CONSTRUCTION LLC,,151637.85,,485704.61,7025 MAX DR,SFR-DET,151637.85,334066.76,Single Dwelling Detached,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2022-MSS-RES-00733,,BRRRS - Reroof or Reside Residential,,SFR / Tear off existing and replace with new synthetic paper and 30 yr asphalt shingles / INSTALL ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,MILLER ROOFING INC,9600.0,0.0,,,177 S EASY ST,,9600.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2022-MSS-RES-00785,,BAARR -  Add/Alter/Remodel Residential,,DUPLEX/Repair to cantilever beams at exterior end of house. (removed at some point) Install per plans./VB/R-2,GARDEN CITY CONSTRUCTION LLC,6000.0,0.0,,,631 COOLEY ST,,6000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2022-MSS-RES-00796,,BRRRS - Reroof or Reside Residential,,SFR/REROOF/Remove existing shingles replace with synthetic underlayment and new 30 year asphalt/4:12/SINGLE STORY/VB/R-3,MILLER ROOFING INC,11600.0,0.0,,,920 DIXON AVE,,11600.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2022-MSS-RES-00832,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/DET GARAGE/Replace existing rafter single gable roof system with engineered truss roof system for the purpose of gaining additional interior 2nd floor height  of current non-occupied detached carriage house.  The existing detached carriage house in back yard of my existing residence will continue to be used as lower level two car garage and upper level storage./VB/U,OWNER,10000.0,0.0,,,443 PLYMOUTH ST,,10000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
06 - New Miscellaneous,2022-MSS-RES-00835,,BNRDG - New Detached Garage/Carport,,2021 CODES/NEW DET GARAGE/EXISTING MONO SLAB/VB/U,EDGELL BUILDING AND DEVELOPMENT INC,,8252.2,,29248.12,4244 DIAGON LN,,8252.2,20995.92,"Misc. (Garage, Shed, etc.)",New Construction,0,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2022-MSS-RES-00839,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,3GEN BUILDERS LLC,,104372.65,,334874.39,7061 MAX DR,SFR-DET,104372.65,230501.74000000002,Single Dwelling Detached,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2022-MSS-RES-00864,,BAARR -  Add/Alter/Remodel Residential,,"SFR/Remodel of entry way with new door, wall, and window. Overframing on existing roof to form gable ends./VB/R-3",GREAT SPACES INC,15000.0,0.0,,,3055 LOWER LINCOLN HILLS DR,,15000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2022-MSS-RES-00919,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOUSE/ATT GARAGE/VB/R-3,MOSTAD CONSTRUCTION INC,,91428.0,,297101.54,4140-B CAMDEN ST,TED 2U,91428.0,205673.53999999998,TED Two Unit,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2022-MSS-RES-00920,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOUSE/ATT GARAGE/VB/R-3,MOSTAD CONSTRUCTION INC,,91428.0,,297101.54,4140-A CAMDEN ST,TED 2U,91428.0,205673.53999999998,TED Two Unit,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2022-MSS-RES-00921,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOUSE/ATT GARAGE/VB/R-3,MOSTAD CONSTRUCTION INC,,91428.0,,297101.54,4100-A CAMDEN ST,TED 2U,91428.0,205673.53999999998,TED Two Unit,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2022-MSS-RES-00922,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOUSE/ATT GARAGE/VB/R-3,MOSTAD CONSTRUCTION INC,,91428.0,,297101.54,4100- CAMDEN ST,TED 2U,91428.0,205673.53999999998,TED Two Unit,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00025,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/NORCO/INTERIOR REMODEL/VB/B,BC CONTRACTING CO,40000.0,0.0,,,2850 STOCKYARD RD,,40000.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00027,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/ELEVATED/INTERIOR REMODEL/VB/M/B,PEW CORPORATION,299500.0,0.0,,,2401 BROOKS ST,,299500.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00030,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/COM BLDG/NEW TI/VB/B,SIRIUS CONSTRUCTION INC,300000.0,0.0,,,3010 SANTA FE CT,,300000.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00032,BCRRS -  Reroof/Reside Commercial,,,IRON HORSE BAR & GRILL PATIO AREA ONLY/ PULLING DECK BOARDS TO INVESTIGATE AND REPAIR DAMAGE / INVESTIGATE TOUNGE AND GROOVE CEILING FOR DAMAGE AND REPAIR ANY DAMAGE / NOT SURE IF WE WILL BE REPLACING OR PATCHING THE MEMBRANE UNTIL INSPECTED WITH BLACK RUBBER EPDM STYLE MEMBRANCE / INSTALL ICE AND WATER SHIELD / INSTALL PER IBC AND LISTING / 1:12 / VB / A-2,KOACH CONSTRUCTION,50000.0,0.0,,,501 N HIGGINS AVE,,50000.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00047,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/HOLIDAY STATION STORE/Removing existing free standing deli cooler.  Expand existing walk in cooler in place of the free standing deli cooler.  Expanded walk in cooler will have 3 glass doors and new cooling equipment for the additional area only./VB/M,ROSET AND ASSOCIATES INC,35000.0,0.0,,,2325 RESERVE ST,,35000.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00048,BCRRS -  Reroof/Reside Commercial,,,"GRIZZLY GROCERY / Reroofing a 61'X42' section of roof / tear off and dispose existing / Install 2 layers of insulation (5"" total) /  Install 60 MIL Firestone reinforced roof system / INSTALL ICE AND WATER SHIELD / INSTALL PER IBC AND LISTING / 0.25:12 / VB / B",MAX TITE METAL SPECIALTIES INC,50000.0,0.0,,,447 HILL ST,,50000.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00073,BCRRS -  Reroof/Reside Commercial,,,"COM APT BLDG / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 4:12 / VB / R-2",RHINO ROOFING,11000.0,0.0,,,1029 S 02ND ST W,,11000.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00074,BCRRS -  Reroof/Reside Commercial,,,"COM APT BLDG / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 4:12 / VB / R-2",RHINO ROOFING,10000.0,0.0,,,1031 S 02ND ST W,,10000.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00075,BCRRS -  Reroof/Reside Commercial,,,"COM APT BLDG / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 4:12 / VB / R-2",RHINO ROOFING,10000.0,0.0,,,1035 S 02ND ST W,,10000.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00085,BCRRS -  Reroof/Reside Commercial,,,"DENNY MENHOLT HONDA / REMOVE EXISTING ROOF / Metal Roof Retrofit with membrane / Install EPS flute filler into pans of metal roof to make a flat surface / Install new 1/2"" High Density Polyiso and screw into metal / Install new 60-mil EPDM / Manufacturer 20 year details / 0.5:12 / INSTALL PER IBC AND LISTING / VB / B",R AND R ROOFING SPECIALTIES,42455.0,0.0,,,3600 RESERVE ST,,42455.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00086,BCRRS -  Reroof/Reside Commercial,,,"COM / remove EXISTING ROOF / install 2"" ISO on 4:12 area / Install Firestone tapered ISO insulation  for drainage on flat roof portion / Install Firestone mechanically attached 60 mil reinforced roof system and flash into 2ea 3"" roof drains and 1ea overflow / Install 24 guage parapet metal flashing / INSTALL PER IBC AND LISTING / PITCH VARIES / VB /",NICKELSON CONSTRUCTION,57000.0,0.0,,,2710 BROOKS ST,,57000.0,0.0,Commercial,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00008,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Tub to shower conversion and replacing the surround walls for the shower area in the main level bathroom. No changes to layout or plumbing locations./VB/R-3,YOUR HOME IMPROVEMENT COMPANY LLC,9000.0,0.0,,,3809 CONCORD DR,,9000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00015,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Replacing the tub and shower and their surround walls in the master and main bathroom, closing off wall between baths, moving toilet 90 degrees and adding new dual sink vanity and demolishing closet area in the master bath. Will need to move both tub and shower drains/VB/R-3",YOUR HOME IMPROVEMENT COMPANY LLC,18000.0,0.0,,,312 WESTVIEW DR,,18000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00016,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Replacing the shower and surround walls for the shower in the master bathroom. No changes to layout or plumbing/VB/R-3,YOUR HOME IMPROVEMENT COMPANY LLC,9000.0,0.0,,,4007 CONCORD DR,,9000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00023,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/To replace existing roof and extend roof over existing porch to allow for more insulation and the eventual installation of solar panels./VB/R-3,OWNER,20000.0,0.0,,,920 TAYLOR ST,,20000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2023-MSS-RES-00024,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/VB/R-3,SILVERFERN,,85829.2,,276390.54,105 BURLINGTON AVE,SFR-DET,85829.2,190561.33999999997,Single Dwelling Detached,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
06 - New Miscellaneous,2023-MSS-RES-00026,,BNRDG - New Detached Garage/Carport,,2021 CODES/NEW DET GARAGE/VB/U,SILVERFERN,,6547.2,,23206.65,105 BURLINGTON AVE,,6547.2,16659.45,"Misc. (Garage, Shed, etc.)",New Construction,0,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2023-MSS-RES-00039,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,SCOTT TWITE CONSTRUCTION,,161961.79,,524232.97,4433 CHRISTIAN DR,SFR-DET,161961.79,362271.17999999993,Single Dwelling Detached,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2023-MSS-RES-00046,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/VB/R-3,S AND G LAKE CONSTRUCTION,,83342.35,,267201.46,2522 FENCE LINE DR,SFR-DET,83342.35,183859.11000000002,Single Dwelling Detached,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00048,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Repairing/reworking framing of basement utility room. There was one cut floor joist in crawlspace with was repaired./VB/R-3,ROSS RENOVATION AND CONSTRUCTION,10000.0,0.0,,,919 JOHNSON ST,,10000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00051,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/INTERIOR REMODEL/VB/R-3,GADDY CONTRUCTION LLC,120000.0,0.0,,,222 BEVERLY AVE,,120000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
06 - New Miscellaneous,2023-MSS-RES-00057,,BNRDG - New Detached Garage/Carport,,2022 CODES/NEW DET GARAGE/VB/U,S AND G LAKE CONSTRUCTION,,8252.2,,29248.12,2522 FENCE LINE DR,,8252.2,20995.92,"Misc. (Garage, Shed, etc.)",New Construction,0,03 Data Dump,2023-03-01,March,03,2023,2023
03 - New Single Family Residential,2023-MSS-RES-00059,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/VB/R-3,BOB MARTZ HOMES,,117975.73,,376905.75,2543 CHUCK WAGON RD,SFR-DET,117975.73,258930.02000000002,Single Dwelling Detached,New Construction,1,03 Data Dump,2023-03-01,March,03,2023,2023
06 - New Miscellaneous,2023-MSS-RES-00060,,BNRDG - New Detached Garage/Carport,,2021 CODES/NEW DET GARAGE/VB/U,BOB MARTZ HOMES,,13912.8,,49310.88,2543 CHUCK WAGON RD,,13912.8,35398.08,"Misc. (Garage, Shed, etc.)",New Construction,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00066,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/interior framing: sistering existing floor joists, install new subfloor, interior partition room framing; roof: sistering existing roof rafters, replace roof sheathing (as needed), install roof shingles; exterior: repair/replace existing siding and trim/VB/R-3",OWNER,11000.0,0.0,,,1301 S 05TH ST W,,11000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00072,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on eaves starter course felt / new shingles / ridge vent and ridge cap / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,A & B ROOFING CO,11550.0,0.0,,,103 COHOSSET DR,,11550.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00073,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on eaves starter course felt / new shingles / ridge vent and ridge cap / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3,A & B ROOFING CO,13200.0,0.0,,,2201 GREENOUGH CT,,13200.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00074,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on eaves starter course felt / new shingles / ridge vent and ridge cap / INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,A & B ROOFING CO,9775.0,0.0,,,715 POLK ST,,9775.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00078,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3",RHINO ROOFING,15000.0,0.0,,,2967 SHEFFIELD DR,,15000.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
02 - Remodel Residential,2023-MSS-RES-00079,,BRRRS - Reroof or Reside Residential,,SFR/ VB / R-3 / REMOVE EXISTING / ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / ARCHITECTUAL SHINGLES / INSTALL PER IRC AND LISTING / 4:12,SIMPLY THE BEST ROOFING,13500.0,0.0,,,824 NORMANS LN,,13500.0,0.0,Residential,Addition/Remodel,0,03 Data Dump,2023-03-01,March,03,2023,2023
