Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Property Type Order,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
01 - Remodel Commercial,2023-MSS-COM-00077,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/HMFM ADC BARRACKS RESTORATION WEST BLDG/VB/A-3,STRUCTURE WEST,573415.0,0.0,,,3294 BENEDETTI TRL,,573415.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
05 - New MultiFamily,2023-MSS-COM-00231,BNMRB - New Multifamily 5+ Units,,,2021 CODES/GRANT STREET 21-PLEX/NEW CONST/VB/R-2,MCELMURRY HOMES INC,,874724.4,,2921264.28,735 S GRANT ST,MFR-APT,874724.4,2046539.88,Multi-Dwelling Apartment,New Construction,99.0,21,01 Data Dump,2024-01-01,January,01,2024,2024
08 - New Business,2023-MSS-COM-00241,BNCNB -  New Other Than Building,,,2021 CODES/CHICK-FIL-A/NEW TRASH ENCLOSURE/VB/U,R & O CONSTRUCTION,299700.0,0.0,,,2880 N RESERVE ST,,299700.0,0.0,Business,New Construction,11.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00299,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/MISSOULA YOUTH HOMES/This is a permit for the Youth Homes to enact a partial CHANGE OF OCCUPANCY from a mixed use R-3 and B building to a B occupancy for the entirety of the building. Details are outlined in the attached stamped permit letter narrative./VB/B,OWNER,100.0,0.0,,,550 N CALIFORNIA ST,,100.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00313,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/MISSOULA COUNTY FAIRGROUNDS GRANDSTANDS/Replace existing Missoula County Fairgrounds Grandstands with New Grandstands/VB/A-5,JACKSON CONTRACTOR GROUP INC,,1634299.5,4382833.5,,1101 SOUTH AVE W,,1634299.5,2748534.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00322,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/MISSOULA COUNTY PUBLIC WORKS/Interior Remodel of the entry vestibule, reception and office space./VB/B/A-3/S-1",GOODEN CONSTRUCTION INC,560460.43,0.0,,,6089 TRAINING DR,,560460.43,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00324,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/PANDORA SPACE B-14/INTERIOR REMODEL/IIB/M,"TOM RECTENWALD CONSTRUCTION, INC.",374275.0,0.0,,,2901 BROOKS ST - MALL STORES,,374275.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00330,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/NAUTICAL BOWLS/New tenant build-out for a new small food establishment in an existing multi-tenant building. 
Former tenant was the staggering Ox restaurant./VB/A-2",SIRIUS CONSTRUCTION INC,304000.0,0.0,,,1220 SW HIGGINS AVE   STE 4,,304000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00341,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/GRIST/NEW TI/Tenant Improvement of the main floor to create an Artisan Manufacturing bakery and accessory cafe/VB/B,HONE ARCHITECTS AND BUILDERS,50000.0,0.0,,,"520 GRANT ST
STE 100",,50000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00355,BAARC -  Add/Alter/Remodel Commercial,,,"TRI-PLEX / REPLACE IN-KIND / REPLACE STAIRWELL FOR BACK UPSTAIRS UNIT / STAIRS SERVE 1 UNIT AND ARE SOLE EXIT/ENTRANCE FOR UNIT/VB/R-2

MEET ALL 2021 IBC CODE / RISE WITHIN 4-7"" / DEPTH OF 11"" / 36"" WIDE / LANDING MINIMUM 36X72"" / USE EXISTING FOOTINGS / HANDRAIL BOTH SIDES AT IBC REQUIREMENTS BETWEEN 34-38"" HEIGHT",TC CONSTRUCTION & REMODEL,5000.0,0.0,,,310 S 05TH ST W,,5000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00356,BCRRS -  Reroof/Reside Commercial,,,"2021 CODES/MAGIC DIAMOND/REROOF/REMOVING AND DISPOSING OF EXISTING ROOF DOWN TO STRUCTURAL DECK, THEN INSTALLING INSULATION TO MEET 30 R VALUE AND NEW MEMBRANE ON ROOF.",CENTIMARK CORPORATION,116399.0,0.0,,,2230 BROOKS ST,,116399.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00358,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/WE'D/Change of use.  Adding mechanical extraction./VB/B,WE DO THAT,1.0,0.0,,,2502 MURPHY ST,,1.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00468,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/VB/R-3,HABITAT FOR HUMANITY OF MISSOULA,,57344.4,,204866.02,1916-A BURLINGTON AVE,TED 3+,57344.4,147521.62,TED 3+,New Construction,8.0,1,01 Data Dump,2024-01-01,January,01,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00470,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/VB/R-3,HABITAT FOR HUMANITY OF MISSOULA,,57344.4,,204866.02,1916-B BURLINGTON AVE,TED 3+,57344.4,147521.62,TED 3+,New Construction,8.0,1,01 Data Dump,2024-01-01,January,01,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00471,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/VB/R-3,HABITAT FOR HUMANITY OF MISSOULA,,57344.4,,204866.02,1916-C BURLINGTON AVE,TED 3+,57344.4,147521.62,TED 3+,New Construction,8.0,1,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00658,,BAARR -  Add/Alter/Remodel Residential,ADU,2021 CODES/ADU/apply for ADU permit for existing unit/VB/R-3,OWNER,1.0,0.0,,,525 E CENTRAL AVE,,1.0,0.0,ADU,New Construction,99.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
06 - New Miscellaneous,2023-MSS-RES-00681,,BO\S\R - Other Residential,,"2021 CODES/RETAINING WALL/gabion retaining wall, ~9ft x 284ft, ~75ft away from house, north end of property, full length, east to west/VB/U",OWNER,50000.0,0.0,,,210 WESTVIEW DR,,50000.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,9.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00738,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/New roof structure over existing porch/entryway.  After completion, new roof structure to be roofed by another contractor arranged by homeowner./VB/R-3",PNL CONSTRUCTION LLC,10000.0,0.0,,,7240 OLD GRANT CREEK RD,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00787,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3,BEAUCHAMP CONSTRUCTION INC,,78789.94,,282730.99,2747-A RIATA RD,SFR-ATT,78789.94,203941.05,Single Dwelling Attached,New Construction,1.0,1,01 Data Dump,2024-01-01,January,01,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00788,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3,BEAUCHAMP CONSTRUCTION INC,,88054.39,,316207.19,2747-B RIATA RD,SFR-ATT,88054.39,228152.8,Single Dwelling Attached,New Construction,1.0,1,01 Data Dump,2024-01-01,January,01,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00789,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3,BEAUCHAMP CONSTRUCTION INC,,78789.94,,282730.99,2747-C RIATA RD,SFR-ATT,78789.94,203941.05,Single Dwelling Attached,New Construction,1.0,1,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00862,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/DECK ADDITION/SUNROOM ENCLOSURE/VB/R-3,WOOD LOVER,75000.0,0.0,,,2817 CAMPSITE PL,,75000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00890,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/ADDITION/BASEMENT FINISH/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,48000.0,0.0,,,2539 GILBERT AVE,,48000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00894,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/VB/R-3,S AND G LAKE CONSTRUCTION,,88144.11,,314048.7,5576 CATTLE DR,SFR-DET,88144.11,225904.59000000003,Single Dwelling Detached,New Construction,2.0,1,01 Data Dump,2024-01-01,January,01,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00896,,BNSFR - New Single Family Residence,ADU,2021 CODES/NEW ADU/VB/R-3,HONE ARCHITECTS AND BUILDERS,,33183.2,,101464.02,437 S 6TH ST E,ADU,33183.2,68280.82,ADU,New Construction,99.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00907,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Fur down the vaulted ceilings. New kitchen cabinets. Move some HVAC, electrical and plumbing./VB/R-3",EDGELL BUILDING AND DEVELOPMENT INC,65000.0,0.0,,,225 BEVERLY AVE,,65000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00913,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Interior basement remodel - addition of a partition wall and relocation of a bearing wall to create a new room. Replacement of finishes and fixtures as required and as noted./VB/R-3,HONE ARCHITECTS AND BUILDERS,100000.0,0.0,,,1589 CORNERSTONE DR,,100000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00914,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/ADDITION/REMODEL/VB/R-3
Existing home remodel & addition. A modification of the existing roof structure to enlarge upper level living space.",MCMAHON CONSTRUCTION,200000.0,0.0,,,609 ROLLINS ST,,200000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00915,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/main bath remodel - replace existing tub & surround for new tub & surround - no layout changes. licensed plumber to replace fixtures in wet area only. wet area on ext wall - will check for proper insulation & v. barrier prior to new acrylic panels installed./VB/R-3,YOUR HOME IMPROVEMENT COMPANY LLC,6650.0,0.0,,,211 PATTEE CANYON DR,,6650.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00920,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Remodel Kitchen, laundry, master bath, guest bath/VB/R-3",DESIGN WEST BUILDERS CORPORATION,60000.0,0.0,,,1601 HELEN AVE,,60000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00932,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3,HOYT HOMES INC,,275976.81,,986070.23,5567 CANYON RIVER RD,SFR-DET,275976.81,710093.4199999999,Single Dwelling Detached,New Construction,2.0,1,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00937,,BANRG - Add/Alter Garage/Carport,,2021 CODES/ADDITION TO EXISTING DET GARAGE/VB/U,EDGELL BUILDING AND DEVELOPMENT INC,,6547.2,,25527.32,225 BEVERLY AVE,,6547.2,18980.12,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00942,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,TWITE BROTHERS CONSTRUCTION LLC,,287177.36,,1030359.66,4319 HARRISON SCOTT DR,SFR-DET,287177.36,743182.3,Single Dwelling Detached,New Construction,2.0,1,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00950,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Raise ceilings in kitchen and dining rooms, add new kitchen, windows throughout house, new flooring, etc./VB/R-3",MCMAHON CONSTRUCTION,250000.0,0.0,,,1580 SUNFLOWER DR,,250000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00957,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/Install Retaining Wall/VB/U,MANN CONTRACTING LLC,3800.0,0.0,,,2335 S 03RD ST W,,3800.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2023-MSS-RES-00982,,BRRRS - Reroof or Reside Residential,,SFR / Tear off old shingles and underlayment / Install owens cornering ice and water / synthetic felt and shingles / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,LOLO PEAK ROOFING LLC,11617.05,0.0,,,204 SIMONS DR,,11617.05,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00004,BAARC -  Add/Alter/Remodel Commercial,,,"IMAGING CENTER OF MONTANA/Fir out wall, build non bearing divider wall/VB/B",DALTON CONSTRUCTION,1000.0,0.0,,,1510 RESERVE ST,,1000.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00008,BCRRS -  Reroof/Reside Commercial,,,"Re-roof on suites 15-25 / We will be removing the existing ballast and membrane / replacing any wet or damaged existing PolyIso insulation / installing new ½” HD PolyIso Coverboard / Carlisle 60mil TPO mechanically attached. / INSTALL PER IBC AND LISTING / 0:12 / VB / B / OBSERVE LOW SLOPE REQUIREMENTS

CITY NOTE: RE-DISTRIBUTE/REPLACE BALLAST AT FINAL. IF THE BALLAST IS TO BE REMOVED ENTIRELY, OR DEAD LOAD INCREASED, A STRUCTURAL ENGINEER SHALL BE CONSULTED AND NOTIFICATION AND DOCUMENTATION  GIVEN TO THE BUILDING OFFICIAL.",MISSOULA SHEET METAL,148455.0,0.0,,,3075-A N RESERVE ST,,148455.0,0.0,Commercial,Addition/Remodel,16.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2024-MSS-RES-00003,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Reinforcing the attic to support a solar array will need to have : 2x6 Collar Tie @ 4’-0” OC horizontally spanning from roof face to roof face – down 4’-0” from the ridge.  Please install HUG foot connectors to the collar-tied rafters.,REMEDY SOLAR LLC,500.0,0.0,,,2715 WOODLAND AVE,,500.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2024-MSS-RES-00007,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Replace a 3x2 basement window with a 48x48 inch egress window in the basement bedroom. Cut the cement wall of the basement and install a 2x10 header above window then install window./VB/R-3,OWNER,8000.0,0.0,,,1621 BEL-VUE DR,,8000.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2024-MSS-RES-00008,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt /replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 8:12 / VB / R3",RHINO ROOFING,2400.0,0.0,,,540 BEVERLY AVE,,2400.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2024-MSS-RES-00012,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles install new drip edge / ice and water on eaves / new starter course felt / new shingles ridge vent and ridge cap / INSTALL PER IRC AND LISTING / 6:12 / VB / R3,A & B ROOFING CO,14535.0,0.0,,,203 RITA CT,,14535.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2024-MSS-RES-00013,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge / ice and water on eaves / new starter courser felt / ridge vent and ridge cap /  / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,A & B ROOFING CO,2400.0,0.0,,,1326 VAN BUREN ST,,2400.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2024-MSS-RES-00014,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles /  install new drip edge /  ice and water on eaves / new starter course felt / new shingles ridge vent and ridge cap / INSTALL PER IRC AND LISTING / 4:12 / VB/ R3,A & B ROOFING CO,11700.0,0.0,,,1414 DICKENS ST,,11700.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2024-MSS-RES-00018,,BRRRS - Reroof or Reside Residential,,SFR / REMOVE SHINGLES / INSTALL NEW DRIP EDGE / ICE AND WATER ON EAVES / NEW STARTER COURSE FELT / NEW OC DURATION FLEX SHINGLES / NEW RIDGE VENT AND RIDGE CAP / INSTALL PER IRC AND LISTING / 6:12 / VB / R3,A & B ROOFING CO,25600.0,0.0,,,201 BLACK PINE TRL,,25600.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2024-MSS-RES-00022,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/main floor bath remodel - replace existing tub & surround for new shower & surround - no layout changes. licensed plumber to replace fixtures in wet area only. wet area on ext wall - will check for proper insulation & v. barrier prior to new acrylic panels installed/VB/R-3,YOUR HOME IMPROVEMENT COMPANY LLC,7500.0,0.0,,,624 CLEVELAND ST,,7500.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2024-MSS-RES-00027,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles / Replace with synthetic underlayment / ice and water shield and GAF Timberline HDZ Shingles / INSTALL PER IRC AND LISTING / 6:12 / VB / R3,FISHER FAMILY CONSTRUCTION,12867.0,0.0,,,413 BURLINGTON AVE,,12867.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2024-MSS-RES-00028,,BRRRS - Reroof or Reside Residential,,GARAGE / Remove old shingles /Replace with synthetic underlayment / ice and water shield and GAF Timberline HDZ Shingles / INSTALL PER IRC AND LISTING /  5:12 / VB / U,FISHER FAMILY CONSTRUCTION,4250.0,0.0,,,413 BURLINGTON AVE,,4250.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
02 - Remodel Residential,2024-MSS-RES-00031,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles / Replace with ice and water shield / synthetic underlayment and GAF Timberline HDZ Shingles / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,FISHER FAMILY CONSTRUCTION,19500.0,0.0,,,2314 VALLEY DR,,19500.0,0.0,Residential,Addition/Remodel,15.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
,2023-MSS-RES-00803.01,,,,12/1/23 REVISION TO INCREASE SIZE OF GARAGE,ROSS RENOVATION AND CONSTRUCTION,,4109.05,,16021.05,127 W HILL CREST DR,,4109.05,11912.0,Modification to Work in Progress,Addition/Remodel,99.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
,2023-MSS-RES-00540.02,,,,"2021 CODES/SFR/REMODEL/ADDITION/VB/R-3
Rev 01 - 11/17/2023: 10/17/23 REVISION TO CHANGE FOUNDATION AND OTHER MINOR CHANGES
Rev 02 - 12/18/2023: 12/18/23 REVISION TO MODIFY FOUNDATION",SADDLE MOUNTAIN CONSTRUCTION,70000.0,,,,831 E BECKWITH AVE,,70000.0,0.0,Modification to Work in Progress,Addition/Remodel,99.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
,2022-MSS-COM-00219.01,,,,5/15/23 REVISION TO FINISH TI SPACE UNIT C,SIRIUS CONSTRUCTION INC,170139.0,,,,5850 SANDPIPER DR,,170139.0,0.0,Modification to Work in Progress,Addition/Remodel,99.0,0,01 Data Dump,2024-01-01,January,01,2024,2024
06 - New Miscellaneous,2022-MSS-RES-00355,,BNRDG - New Detached Garage/Carport,,"NEW DET GARAGE/VB/U
Rev 01 - 12/15/2022: NEW DET GARAGE/VB/U / MODIFY EXISTING STRUCTURE TO BE ADU",OWNER,,11253.0,,39883.8,218 SOUTH AVE E,SFR-DET,11253.0,28630.800000000003,"Misc. (Garage, Shed, etc.)",New Construction,9.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
02 - Remodel Residential,2022-MSS-RES-00515,,BAARR -  Add/Alter/Remodel Residential,,"SFR/Rebuild and extend existing back porch 4 ft.  Build new side porch/breezeway connecting house to garage.  remove existing garge roof structure and install new engineered roof trusses, new roof at garage./VB/R-3",HONE ARCHITECTS AND BUILDERS,50000.0,0.0,,,611 ROLLINS ST,,50000.0,0.0,Residential,Addition/Remodel,15.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2022-MSS-RES-00773,,BNSFR - New Single Family Residence,ADU,2021 CODES / NEW ADU / ATT GAR / VB / R3,SS PROPERTY SOLUTIONS INC,,43326.25,,142373.07,1212 VINE ST,ADU,43326.25,99046.82,ADU,New Construction,99.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00215,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/PARSONS BEHLE & LATIMER/RENOVATION OF THE INTERIOR SPACE TO INCLUDE THE ADDITION OF OFFICES, SOUND INSULATION, AND LIGHTING/VB/B",JACKSON CONTRACTOR GROUP INC,286000.0,0.0,,,127 E MAIN ST  #301,,286000.0,0.0,Commercial,Addition/Remodel,16.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
08 - New Business,2023-MSS-COM-00305,BNCSC -  New Store/Customer Service,,,2021 CODES/MAZEVO/NEW COFFEE SHOP/VB/A-2,JACKSON CONTRACTOR GROUP INC,,96275.1,,,2500 BROOKS ST,,96275.1,0.0,Business,New Construction,11.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
08 - New Business,2023-MSS-COM-00309,BNCON -  New Other,,,2021 CODES/CAR CONDO 10-UNIT/VB/S-2,OWNER,,56256.0,246940.4,,4511 CORPORATE WAY,,56256.0,190684.4,Business,New Construction,11.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
08 - New Business,2023-MSS-COM-00317,BNCON -  New Other,,,2021 CODES/CAR CONDO 4-UNIT/NEW BLDG/VB/S-2,OWNER,,22809.6,100124.64,,4513 CORPORATE WAY,,22809.6,77315.04000000001,Business,New Construction,11.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00349,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/PINK ELEPHANT/CHANGE OF USE/NEW TI/REMODEL/Change of Use from automotive shop to clothing retailer. New partition walls to divide storage from retail. Opening in existing wall to provide access to additional storage area as well as additional exit./VB/M/S-1,OWNER,6500.0,0.0,,,127 S 04TH ST W,,6500.0,0.0,Commercial,Addition/Remodel,16.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00354,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/HOLIDAY INN EXPRESS/Interior Remodel of existing Hotel/VB/R-2,PENTEX BUILDERS,146057.0,0.0,,,150 EXPRESSWAY,,146057.0,0.0,Commercial,Addition/Remodel,16.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00359,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/HEAD START/WHITTIER SCHOOL/Restore finishes after water pipe broke and caused damage.  Build new floor structure at 1st floor, replace flooring, repaint, put back plumbing fixtures, put back trim, install replacement acoustical ceiling tiles to existing structure./VB/E",LANGLAS & ASSOCIATES INC,70650.0,0.0,,,1001 WORDEN AVE,,70650.0,0.0,Commercial,Addition/Remodel,16.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00362,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/HOMEWORD/SUITE 110F/REMODEL/
A tenant improvement for Suite 110F - located within the Soltice building commercial spaces. Project consists of constructing new interior walls to create a shared entry vestibule between office spaces. All features of the office spaces are to be preserved or altered in a way to maintain the function of the space. New construction shall not affect existing exiting distances that have been proven in previous tenant improvements conducted within the Soltice commercial spaces.",OWNER,12000.0,0.0,,,1535 LIBERTY LN #110F,,12000.0,0.0,Commercial,Addition/Remodel,16.0,0,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00208,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3,BEAUCHAMP CONSTRUCTION INC,,84961.99,,305036.98,2722-B RIATA RD,SFR-ATT,84961.99,220074.99,Single Dwelling Attached,New Construction,1.0,1,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00209,,BNSFR - New Single Family Residence,,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3,BEAUCHAMP CONSTRUCTION INC,,78743.09,,282563.62,2722-A RIATA RD,SFR-ATT,78743.09,203820.53,Single Dwelling Attached,New Construction,1.0,1,02 Data Dump,2024-02-01,February,02,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00305,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GAR/VB/R-3,BEAUCHAMP CONSTRUCTION INC,,77546.53,,276197.7,2704-A RIATA RD,SFR-ATT,77546.53,198651.17,Single Dwelling Attached,New Construction,1.0,1,02 Data Dump,2024-02-01,February,02,2024,2024
